"Skill","RelativePath","RootHash","DocumentSkillsHash"
"pptx","ooxml\schemas\microsoft\wml-2010.xsd","568B26EE156CB9549AA439CA2158965F77B7C1602B7E0316F40AC6CF586E35F2","60580C222B22548A4C306438A631AE2355DB889FF59847CFCFD47943445A7132"
"pptx","ooxml\schemas\microsoft\wml-2012.xsd","0FA75578A000439A7988BA0C59FDC69F774BBD416CBACC14D07125B3F686CB74","85E17DE88D4C1AF45A571732EB862024CD7897E380EFA5825BCFDBE57DB21A64"
"pptx","ooxml\schemas\microsoft\wml-2018.xsd","BE0FF793A22DD31384650C3A4DA14C2FA8062751C2E97B0E5EE852BDA13C60AD","B8BF0D8670A8BA8EA2DD441E7F22A81BE7DFCA520CA93306E99E4403C234A3B2"
"pptx","ooxml\schemas\microsoft\wml-cex-2018.xsd","FDDC2B880CABB9005AEBBC7E783E53C19FEC1C03DF7D0E2F2076A33A0FDFD081","6731624FCB1B0DF9AB0533BC8FA2D8CAA09D419B2280285BDDA6C9E94D874F7D"
"pptx","ooxml\schemas\microsoft\wml-cid-2016.xsd","127CA209FA73D7CB708449CB355C871867948A96E4A74F7BF5811EF62D17991D","73DDE8F5752D4047975FE2948D2EA99D26C1DAB981A9739E77624A666090272A"
"pptx","ooxml\schemas\microsoft\wml-sdtdatahash-2020.xsd","842E7163409C8D74F4D7088A8BC99500D80BC75332681A0980055B08F374A604","441556F2BFFF0B49A3A4BAE82CAC5188AAEE5419DDFA288DC0A58CE271F2237D"
"pptx","ooxml\schemas\microsoft\wml-symex-2015.xsd","16F6F8072249F431370723C2CD8974672E0D9C897E00E97DD918079DF934871B","1973A7EDE01D55D351C50422FF451A1AD1F8F52CC792178F14B62F75C123E01F"
"pptx","ooxml\scripts\pack.py","6FE762F45AFF8C63FD95B9FCB1337B28921D6FA454E18A0E8158D4C8708D6D00","66AB328EB16F5EE93D7F39B2DABE60D8F35BED8B632FA0F40FB084CED9F34D1D"
"pptx","ooxml\scripts\unpack.py","0BD17F76A1A4C388ABA42C6D1D39015FA84E405C3E0692397FE12762BD632B58","E0886AECFDD08FF92A82B5ABAD995FF0F4D5B5709432B82DBA06D338D107F595"
"pptx","ooxml\scripts\validate.py","1EC252DE8B14B07D16966C48906CCB1C45C68BCD23557AD31D8C50A27F5F8C0F","44AD6542300B7ED1193F3710B5F14F56A5438F77C3BB53E9BF932791EA62C67A"
"pptx","ooxml\scripts\validation\__init__.py","83E0F035C5ABEA238D3F2C3968AFBD511ED022B527B7C9CB60A9434CC34FF987","09A53B0969B042794CE29E5EE2487DB365D57F7E95D691B145F5C60CB98144DF"
"pptx","ooxml\scripts\validation\base.py","F2C70D481613456E32B43869D1604B05C236C8DA34B5B3967677A661CAC7BA63","9DACCA6A6114706FAAB25BE7F0A25952A270AC60164ECB65BAB18B0313B5CAA5"
"pptx","ooxml\scripts\validation\docx.py","E65D6CDA0525866A24CC847B2E883BD2416AE6F87B3F5B9E2784DFBB0EC13093","9B3232896D2886505F5015BC2894136127A215DBB8018BEDEBE6416376F04D2E"
"pptx","ooxml\scripts\validation\pptx.py","00BF2623DA1177B3948143A4ADE2F1CDA7CB389DEE31960861913FA42EF1B00F","4204EDA6AF41E1E2933BA39C87635AD2E8557FB1423F12DA98C5F2F4A76BAD41"
"pptx","ooxml\scripts\validation\redlining.py","97ABFDFF4F08F43F9A4BB5C8A2F8FD483398B5B339592724E8635153B5507967","165BC14CFD75E4C4C3A8FCCBF774AB61BD80A1FCB6ABEB03CB262DBFBD6CA79A"
"pptx","scripts\html2pptx.js","C675D09A54D6A002E8CA5917B9D24A6568AA8D455BB7ABEB212D4F564DD07A34","CFB023E8C17A74A35158126F2733D0A2AAA7B7F291E269B2F1828B449DD4F398"
"pptx","scripts\inventory.py","ADEAD8FE6270E520C397CEC9FBEE4D606AB10BB80F749E018B42EC894C60D2E5","BA5953D58EDA0FD56417BA097A6979D498E0AEA3147734E7B8701E7A2D986EE3"
"pptx","scripts\rearrange.py","C04AC37916F398BA621B2D9E1E4C1A69225EAAD6D7FB0AD116C237DDEB1B2B68","F1BCAD75916A2DC4F9DC28FE2594E657736F150C30B60160D0BEA6EDEDF00157"
"pptx","scripts\replace.py","8A590747551BE847A904E3296FB2F35AA4E7FEEB4970A61596C2375306462820","636B26A762624F4D220101B57CF2FB9821CAEAC182FC53A45EB0B7E38CE5AAE0"
"pptx","scripts\thumbnail.py","C21FD950B6ADA7BD2F029885D3E56BC66B7FF061CC8404C492EB301664AA9E5D","621BFAEA29326EE99E450563CDBA69E7EF24B4547E4CC87960F48DFDB9E749A4"
"pptx","SKILL.md","FEF8EEAD6FAD0416F15F617336E4AC75F68D841BA910C9BB9E74DE7E8A6603F7","16521692F76BABCE6A50AC265ED3EF71EC48F34EABC98A9E827B58518AB65563"
"xlsx","LICENSE.txt","79F6D8F5B427252FA3B1C11ECDBDB6BF610B944F7530B4DE78F770F38741CFAA","6F8BD7F4D8EC5CB52B7A59CCB9E8C14C2A4BA529CB5ADFC5E0BC676892B8CA79"
"xlsx","recalc.py","AB1EF0C94536BB23B6C6A3D32769B0401EC3CC85E73C247D574DD84EC73AF15D","26A130298765FB6B188892BDCA8C3C82939199275CBC8D5F934E098E0790DAF6"
"xlsx","SKILL.md","9416CE025074FF1184387A4C698794E8414974BE177494BE9E28983EC8FF3758","C32082BDFEC40CB323565A336F318B143EBE718A2B8F571614AAF731E25B120B"
