"Root","Name","RelativePath","FullPath","IsBackupPath","IsSystem","LastWriteTime"
"C:\Users\pigow\.codex\skills","review","gstack-review\SKILL.md","C:\Users\pigow\.codex\skills\gstack-review\SKILL.md","False","False","2026/4/25 下午 06:40:55"
"C:\Users\pigow\.codex\skills","setup-browser-cookies","gstack-setup-browser-cookies\SKILL.md","C:\Users\pigow\.codex\skills\gstack-setup-browser-cookies\SKILL.md","False","False","2026/4/25 下午 06:40:55"
"C:\Users\pigow\.codex\skills","setup-deploy","gstack-setup-deploy\SKILL.md","C:\Users\pigow\.codex\skills\gstack-setup-deploy\SKILL.md","False","False","2026/4/25 下午 06:40:55"
"C:\Users\pigow\.codex\skills","setup-gbrain","gstack-setup-gbrain\SKILL.md","C:\Users\pigow\.codex\skills\gstack-setup-gbrain\SKILL.md","False","False","2026/4/25 下午 06:40:55"
"C:\Users\pigow\.codex\skills","ship","gstack-ship\SKILL.md","C:\Users\pigow\.codex\skills\gstack-ship\SKILL.md","False","False","2026/4/25 下午 06:40:55"
"C:\Users\pigow\.codex\skills","skill-creator","_sync_backup_changed14_20260409_180009\.system__skill-creator\SKILL.md","C:\Users\pigow\.codex\skills\_sync_backup_changed14_20260409_180009\.system__skill-creator\SKILL.md","True","False","2026/4/9 下午 05:28:24"
"C:\Users\pigow\.codex\skills","skill-creator",".system\skill-creator\SKILL.md","C:\Users\pigow\.codex\skills\.system\skill-creator\SKILL.md","False","True","2026/5/8 下午 08:58:38"
"C:\Users\pigow\.codex\skills","skill-installer","_sync_backup_changed14_20260409_180009\.system__skill-installer\SKILL.md","C:\Users\pigow\.codex\skills\_sync_backup_changed14_20260409_180009\.system__skill-installer\SKILL.md","True","False","2026/4/9 下午 05:28:24"
"C:\Users\pigow\.codex\skills","skill-installer",".system\skill-installer\SKILL.md","C:\Users\pigow\.codex\skills\.system\skill-installer\SKILL.md","False","True","2026/5/8 下午 08:58:38"
"C:\Users\pigow\.codex\skills","testing-reviewer","04-Dev-Review\testing-reviewer\SKILL.md","C:\Users\pigow\.codex\skills\04-Dev-Review\testing-reviewer\SKILL.md","False","False","2026/4/3 下午 09:03:59"
"C:\Users\pigow\.codex\skills","trace-citations","trace-citations\SKILL.md","C:\Users\pigow\.codex\skills\trace-citations\SKILL.md","False","False","2026/4/8 下午 08:24:06"
"C:\Users\pigow\.codex\skills","tutor","tutor\SKILL.md","C:\Users\pigow\.codex\skills\tutor\SKILL.md","False","False","2026/4/8 下午 08:24:03"
"C:\Users\pigow\.codex\skills","tutor-setup","tutor-setup\SKILL.md","C:\Users\pigow\.codex\skills\tutor-setup\SKILL.md","False","False","2026/4/8 下午 08:24:03"
"C:\Users\pigow\.codex\skills","unfreeze","gstack-unfreeze\SKILL.md","C:\Users\pigow\.codex\skills\gstack-unfreeze\SKILL.md","False","False","2026/4/25 下午 06:40:55"
"C:\Users\pigow\.codex\skills","vault-check","vault-check\SKILL.md","C:\Users\pigow\.codex\skills\vault-check\SKILL.md","False","False","2026/4/29 下午 06:05:31"
"C:\Users\pigow\.codex\skills","vault-GPS","vault-GPS\SKILL.md","C:\Users\pigow\.codex\skills\vault-GPS\SKILL.md","False","False","2026/4/29 下午 06:05:31"
"C:\Users\pigow\.codex\skills","X-closing","X-closing\SKILL.md","C:\Users\pigow\.codex\skills\X-closing\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","X-Hot","X-Hot\SKILL.md","C:\Users\pigow\.codex\skills\X-Hot\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","X-opinion","X-opinion\SKILL.md","C:\Users\pigow\.codex\skills\X-opinion\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","X-pipeline","X-pipeline\SKILL.md","C:\Users\pigow\.codex\skills\X-pipeline\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","X-polish","X-polish\SKILL.md","C:\Users\pigow\.codex\skills\X-polish\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","X-research","X-research\SKILL.md","C:\Users\pigow\.codex\skills\X-research\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","X-Title","X-Title\SKILL.md","C:\Users\pigow\.codex\skills\X-Title\SKILL.md","False","False","2026/5/6 下午 06:17:04"
"C:\Users\pigow\.codex\skills","x-viral-verifier","x-viral-verifier\SKILL.md","C:\Users\pigow\.codex\skills\x-viral-verifier\SKILL.md","False","False","2026/5/5 下午 08:45:36"
"C:\Users\pigow\.codex\skills","X-writer","X-writer\SKILL.md","C:\Users\pigow\.codex\skills\X-writer\SKILL.md","False","False","2026/5/6 下午 06:17:04"
